model,filename,name,response,classification
llama,Blue Style.Noise2.png,Blue Style,Blue Style.,True
llama,Blue Style.Noise3.png,Blue Style,Blue Style.,True
llama,Blue Style.Noise4.png,Blue Style,blue style.,True
llama,Capital One.Noise1.png,Capital One,Capital One Bank.,True
llama,Capital One.Noise2.png,Capital One,Capital One.,True
llama,Capital One.Noise3.png,Capital One,Capital One.,True
llama,Capital One.Noise4.png,Capital One,Capital One Bank,True
llama,Chase.Noise1.png,Chase,Chase.,True
llama,Chase.Noise2.png,Chase,Chase.,True
llama,Chase.Noise3.png,Chase,Chase.,True
llama,Chase.Noise4.png,Chase,Chase.,True
llama,Costco.Noise1.png,Costco,Costco.,True
llama,Costco.Noise2.png,Costco,Costco.,True
llama,Costco.Noise4.png,Costco,Costco.,True
llama,DHL.Noise2.png,DHL,DHL.,True
llama,DHL.Noise4.png,DHL,DHL.,True
llama,Discover.Noise2.png,Discover,Discover,True
llama,Discover.Noise4.png,Discover,Discover.,True
llama,JPMorganChase.Noise1.png,JPMorganChase,JPMorgan Chase & Co.,True
llama,Kroger.Noise1.png,Kroger,Kroger.,True
llama,Kroger.Noise3.png,Kroger,Kroger.,True
llama,Mastercard.Noise2.png,Mastercard,Mastercard.,True
llama,Mastercard.Noise4.png,Mastercard,Mastercard,True
llama,McDonalds.Noise2.png,McDonalds,Golden Arches.,True
llama,McDonalds.Noise3.png,McDonalds,Golden Arches.,True
llama,McDonalds.Noise4.png,McDonalds,McDonald's,True
llama,McKesson.Noise1.png,McKesson,McKesson.,True
llama,McKesson.Noise2.png,McKesson,McKesson.,True
llama,McKesson.Noise3.png,McKesson,Mckesson,True
llama,McKesson.Noise4.png,McKesson,McKesson.,True
llama,Nike.Noise1.png,Nike,Swoosh.,True
llama,Nike.Noise2.png,Nike,Swoosh.,True
llama,Nike.Noise3.png,Nike,Swoosh.,True
llama,Nike.Noise4.png,Nike,Nike Swoosh.,True
llama,Regions.Noise1.png,Regions,Regions,True
llama,Regions.Noise2.png,Regions,Regions.,True
llama,Regions.Noise3.png,Regions,Regions.,True
llama,Regions.Noise4.png,Regions,Regions.,True
llama,SunTrust.Noise1.png,SunTrust,SunTrust.,True
llama,SunTrust.Noise2.png,SunTrust,SunTrust.,True
llama,SunTrust.Noise3.png,SunTrust,SunTrust.,True
llama,SunTrust.Noise4.png,SunTrust,SunTrust.,True
llama,Target.Noise1.png,Target,Target,True
llama,Target.Noise2.png,Target,Target,True
llama,Target.Noise3.png,Target,Target.,True
llama,Target.Noise4.png,Target,Target.,True
llama,UPS.Noise1.png,UPS,UPS.,True
llama,UPS.Noise2.png,UPS,UPS.,True
llama,UPS.Noise3.png,UPS,UPS.,True
llama,UPS.Noise4.png,UPS,UPS.,True
llama,United Healthcare.Noise1.png,United Healthcare,UnitedHealthcare.,True
llama,United Healthcare.Noise2.png,United Healthcare,UnitedHealthcare.,True
llama,United Healthcare.Noise3.png,United Healthcare,UnitedHealthcare.,True
llama,United Healthcare.Noise4.png,United Healthcare,UnitedHealthcare.,True
llama,VISA.Noise1.png,VISA,Visa Debit,True
llama,VISA.Noise2.png,VISA,Visa Debit,True
llama,VISA.Noise3.png,VISA,Visa Debit,True
llama,VISA.Noise4.png,VISA,Visa.,True
llama,WeChat.Noise1.png,WeChat,WeChat.,True
llama,WeChat.Noise2.png,WeChat,WeChat.,True
llama,WeChat.Noise3.png,WeChat,WeChat.,True
llama,WeChat.Noise4.png,WeChat,WeChat.,True
gemini,AT&T.Saturate1.png,AT&T,AT&T,True
gemini,AT&T.Saturate2.png,AT&T,AT&T,True
gemini,AT&T.Saturate3.png,AT&T,AT&T,True
gemini,AT&T.Saturate4.png,AT&T,AT&T,True
gemini,Amazon.Saturate1.png,Amazon,amazon,True
gemini,Amazon.Saturate2.png,Amazon,amazon,True
gemini,Amazon.Saturate3.png,Amazon,amazon,True
gemini,Amazon.Saturate4.png,Amazon,"Amazon
",True
gemini,American Express.Saturate1.png,American Express,AMERICAN EXPRESS,True
gemini,American Express.Saturate2.png,American Express,American Express,True
gemini,American Express.Saturate3.png,American Express,American Express,True
gemini,American Express.Saturate4.png,American Express,AMERICAN EXPRESS,True
gemini,Apple.Saturate1.png,Apple,"Apple
",True
gemini,Apple.Saturate2.png,Apple,"Apple
",True
gemini,Apple.Saturate3.png,Apple,"Apple
",True
gemini,Apple.Saturate4.png,Apple,"Apple
",True
gemini,Bank of America.Saturate1.png,Bank of America,Bank of America,True
gemini,Bank of America.Saturate2.png,Bank of America,Bank of America,True
gemini,Bank of America.Saturate3.png,Bank of America,Bank of America,True
gemini,Bank of America.Saturate4.png,Bank of America,Bank of America,True
gemini,Bitcoin.Saturate1.png,Bitcoin,Bitcoin,True
gemini,Bitcoin.Saturate2.png,Bitcoin,Bitcoin,True
gemini,Bitcoin.Saturate3.png,Bitcoin,Bitcoin,True
gemini,Bitcoin.Saturate4.png,Bitcoin,Bitcoin,True
gemini,Blue Style.Saturate1.png,Blue Style,Blue Style,True
gemini,Blue Style.Saturate2.png,Blue Style,Blue Style,True
gemini,Blue Style.Saturate3.png,Blue Style,Blue Style,True
gemini,Blue Style.Saturate4.png,Blue Style,Blue Style,True
gemini,Capital One.Saturate1.png,Capital One,Capital One Bank,True
gemini,Capital One.Saturate2.png,Capital One,Capital One Bank,True
gemini,Capital One.Saturate3.png,Capital One,Capital One Bank,True
gemini,Capital One.Saturate4.png,Capital One,Capital One Bank,True
gemini,Chase.Saturate1.png,Chase,CHASE,True
gemini,Chase.Saturate2.png,Chase,CHASE,True
gemini,Chase.Saturate3.png,Chase,CHASE,True
gemini,Chase.Saturate4.png,Chase,CHASE,True
gemini,Costco.Saturate1.png,Costco,COSTCO,True
gemini,Costco.Saturate2.png,Costco,COSTCO,True
gemini,Costco.Saturate3.png,Costco,COSTCO,True
gemini,Costco.Saturate4.png,Costco,COSTCO,True
gemini,DHL.Saturate1.png,DHL,DHL,True
gemini,DHL.Saturate2.png,DHL,DHL,True
gemini,DHL.Saturate3.png,DHL,DHL,True
gemini,DHL.Saturate4.png,DHL,DHL,True
gemini,Discover.Saturate1.png,Discover,DISCOVER,True
gemini,Discover.Saturate2.png,Discover,DISCOVER,True
gemini,Discover.Saturate3.png,Discover,DISCOVER,True
gemini,Discover.Saturate4.png,Discover,DISCOVER,True
gemini,ExxonMobil.Saturate1.png,ExxonMobil,ExxonMobil,True
gemini,ExxonMobil.Saturate2.png,ExxonMobil,ExxonMobil,True
gemini,ExxonMobil.Saturate3.png,ExxonMobil,ExxonMobil,True
gemini,ExxonMobil.Saturate4.png,ExxonMobil,ExxonMobil,True
gemini,Facebook.Saturate1.png,Facebook,"Facebook
",True
gemini,Facebook.Saturate2.png,Facebook,"Facebook
",True
gemini,Facebook.Saturate3.png,Facebook,"Facebook
",True
gemini,Facebook.Saturate4.png,Facebook,"Facebook
",True
gemini,FedEx.Saturate1.png,FedEx,FedEx,True
gemini,FedEx.Saturate2.png,FedEx,FedEx,True
gemini,FedEx.Saturate3.png,FedEx,FedEx,True
gemini,FedEx.Saturate4.png,FedEx,FedEx,True
gemini,Google.Saturate1.png,Google,"Google.
",True
gemini,Google.Saturate2.png,Google,"Google
",True
gemini,Google.Saturate3.png,Google,"Google
",True
gemini,Google.Saturate4.png,Google,"Google
",True
gemini,JPMorganChase.Saturate1.png,JPMorganChase,JPMORGAN CHASE & CO.,True
gemini,JPMorganChase.Saturate2.png,JPMorganChase,JPMORGAN CHASE & CO.,True
gemini,JPMorganChase.Saturate3.png,JPMorganChase,JPMORGAN CHASE & CO.,True
gemini,JPMorganChase.Saturate4.png,JPMorganChase,JPMORGAN CHASE & CO.,True
gemini,Kroger.Saturate1.png,Kroger,Kroger,True
gemini,Kroger.Saturate2.png,Kroger,Kroger,True
gemini,Kroger.Saturate3.png,Kroger,Kroger,True
gemini,Kroger.Saturate4.png,Kroger,Kroger,True
gemini,Mastercard.Saturate1.png,Mastercard,Intersections,False
gemini,Mastercard.Saturate2.png,Mastercard,"The overlap of two circles is a common visual motif, and without more information, it's impossible to name the logo.  A logo is a visual mark associated with a specific brand or organization; without knowing the brand, its name cannot be provided.
",False
gemini,Mastercard.Saturate3.png,Mastercard,"That's the logo for **The Wine Group**.
",False
gemini,Mastercard.Saturate4.png,Mastercard,Redwood Credit Union,False
gemini,McDonalds.Saturate1.png,McDonalds,McDonald's,True
gemini,McDonalds.Saturate2.png,McDonalds,McDonald's,True
gemini,McDonalds.Saturate3.png,McDonalds,McDonald's,True
gemini,McDonalds.Saturate4.png,McDonalds,McDonald's,True
gemini,McKesson.Saturate1.png,McKesson,McKesson,True
gemini,McKesson.Saturate2.png,McKesson,McKesson,True
gemini,McKesson.Saturate3.png,McKesson,McKesson,True
gemini,McKesson.Saturate4.png,McKesson,McKesson,True
gemini,Microsoft.Saturate1.png,Microsoft,"Microsoft
",True
gemini,Microsoft.Saturate2.png,Microsoft,Microsoft,True
gemini,Microsoft.Saturate3.png,Microsoft,Microsoft,True
gemini,Microsoft.Saturate4.png,Microsoft,Microsoft,True
gemini,Nike.Saturate1.png,Nike,"NIKE
",True
gemini,Nike.Saturate2.png,Nike,"NIKE
",True
gemini,Nike.Saturate3.png,Nike,NIKE,True
gemini,Nike.Saturate4.png,Nike,NIKE,True
gemini,Nurel Group.Saturate1.png,Nurel Group,Nurel Group,True
gemini,Nurel Group.Saturate2.png,Nurel Group,Nurel Group,True
gemini,Nurel Group.Saturate3.png,Nurel Group,Nurel Group,True
gemini,Nurel Group.Saturate4.png,Nurel Group,Nurel Group,True
gemini,P&G.Saturate1.png,P&G,P&G,True
gemini,P&G.Saturate2.png,P&G,P&G,True
gemini,P&G.Saturate3.png,P&G,P&G,True
gemini,P&G.Saturate4.png,P&G,P&G,True
gemini,PAGO.Saturate1.png,PAGO,PAGO,True
gemini,PAGO.Saturate2.png,PAGO,PAGO,True
gemini,PAGO.Saturate3.png,PAGO,PAGO,True
gemini,PAGO.Saturate4.png,PAGO,PAGO,True
gemini,PayPal.Saturate1.png,PayPal,PayPal,True
gemini,PayPal.Saturate2.png,PayPal,PayPal,True
gemini,PayPal.Saturate3.png,PayPal,PayPal,True
gemini,PayPal.Saturate4.png,PayPal,PayPal,True
gemini,Regions.Saturate1.png,Regions,REGIONS,True
gemini,Regions.Saturate2.png,Regions,REGIONS,True
gemini,Regions.Saturate3.png,Regions,REGIONS,True
gemini,Regions.Saturate4.png,Regions,REGIONS,True
gemini,State Farm.Saturate1.png,State Farm,State Farm,True
gemini,State Farm.Saturate2.png,State Farm,State Farm,True
gemini,State Farm.Saturate3.png,State Farm,State Farm,True
gemini,State Farm.Saturate4.png,State Farm,State Farm,True
gemini,SunTrust.Saturate1.png,SunTrust,SunTrust,True
gemini,SunTrust.Saturate2.png,SunTrust,SunTrust,True
gemini,SunTrust.Saturate3.png,SunTrust,SUNTRUST,True
gemini,SunTrust.Saturate4.png,SunTrust,SunTrust,True
gemini,Target.Saturate1.png,Target,TARGET,True
gemini,Target.Saturate2.png,Target,TARGET,True
gemini,Target.Saturate3.png,Target,TARGET,True
gemini,Target.Saturate4.png,Target,TARGET,True
gemini,The Home Depot.Saturate1.png,The Home Depot,The Home Depot,True
gemini,The Home Depot.Saturate2.png,The Home Depot,The Home Depot,True
gemini,The Home Depot.Saturate3.png,The Home Depot,The Home Depot,True
gemini,The Home Depot.Saturate4.png,The Home Depot,The Home Depot,True
gemini,UPS.Saturate1.png,UPS,UPS,True
gemini,UPS.Saturate2.png,UPS,UPS,True
gemini,UPS.Saturate3.png,UPS,UPS,True
gemini,UPS.Saturate4.png,UPS,UPS,True
gemini,United Healthcare.Saturate1.png,United Healthcare,United Healthcare,True
gemini,United Healthcare.Saturate2.png,United Healthcare,United Healthcare,True
gemini,United Healthcare.Saturate3.png,United Healthcare,United Healthcare,True
gemini,United Healthcare.Saturate4.png,United Healthcare,UnitedHealthcare,True
gemini,VISA.Saturate1.png,VISA,"VISA Debit
",True
gemini,VISA.Saturate2.png,VISA,"Visa Debit
",True
gemini,VISA.Saturate3.png,VISA,"VISA Debit
",True
gemini,VISA.Saturate4.png,VISA,"VISA Debit
",True
gemini,WeChat.Saturate1.png,WeChat,WeChat,True
gemini,WeChat.Saturate2.png,WeChat,WeChat,True
gemini,WeChat.Saturate3.png,WeChat,WeChat,True
gemini,WeChat.Saturate4.png,WeChat,WeChat,True
gemini,Wells Fargo.Saturate1.png,Wells Fargo,Wells Fargo,True
gemini,Wells Fargo.Saturate2.png,Wells Fargo,Wells Fargo,True
gemini,Wells Fargo.Saturate3.png,Wells Fargo,Wells Fargo,True
gemini,Wells Fargo.Saturate4.png,Wells Fargo,Wells Fargo,True
gemini,P&G.Noise5.png,P&G,P&G,True
gemini,P&G.Saturate5.png,P&G,P&G,True
gemini,PayPal.Noise5.png,PayPal,PayPal,True
gemini,PayPal.Saturate5.png,PayPal,PayPal,True
gemini,State Farm.Noise5.png,State Farm,State Farm,True
gemini,State Farm.Saturate5.png,State Farm,State Farm,True
gemini,The Home Depot.Noise5.png,The Home Depot,The Home Depot,True
gemini,The Home Depot.Saturate5.png,The Home Depot,The Home Depot,True
gemini,United Healthcare.Noise5.png,United Healthcare,UnitedHealthcare,True
gemini,United Healthcare.Saturate5.png,United Healthcare,UnitedHealthcare,True
gemini,Wells Fargo.Noise5.png,Wells Fargo,Wells Fargo,True
gemini,Wells Fargo.Saturate5.png,Wells Fargo,Wells Fargo,True
gemini,American Express.Noise5.png,American Express,AMERICAN EXPRESS,True
gemini,American Express.Saturate5.png,American Express,American Express,True
gemini,Apple.Noise5.png,Apple,"Apple
",True
gemini,Apple.Saturate5.png,Apple,"Apple
",True
gemini,Bank of America.Noise5.png,Bank of America,Bank of America,True
gemini,Bank of America.Saturate5.png,Bank of America,Bank of America,True
gemini,Bitcoin.Noise5.png,Bitcoin,Bitcoin,True
gemini,Bitcoin.Saturate5.png,Bitcoin,Bitcoin,True
gemini,Blue Style.Noise5.png,Blue Style,Blue Style,True
gemini,Blue Style.Saturate5.png,Blue Style,Blue Style,True
gemini,Capital One.Noise5.png,Capital One,Capital One Bank,True
gemini,Capital One.Saturate5.png,Capital One,Capital One Bank,True
gemini,Chase.Noise5.png,Chase,CHASE,True
gemini,Chase.Saturate5.png,Chase,CHASE,True
gemini,Costco.Noise5.png,Costco,COSTCO,True
gemini,Costco.Saturate5.png,Costco,COSTCO,True
gemini,DHL.Noise5.png,DHL,DHL,True
gemini,DHL.Saturate5.png,DHL,DHL,True
gemini,Discover.Noise5.png,Discover,DISCOVER,True
gemini,Discover.Saturate5.png,Discover,DISCOVER,True
gemini,ExxonMobil.Noise5.png,ExxonMobil,ExxonMobil,True
gemini,ExxonMobil.Saturate5.png,ExxonMobil,ExxonMobil,True
gemini,Facebook.Noise5.png,Facebook,"Facebook
",True
gemini,Facebook.Saturate5.png,Facebook,"Facebook
",True
gemini,FedEx.Noise5.png,FedEx,FedEx,True
gemini,FedEx.Saturate5.png,FedEx,FedEx,True
gemini,Google.Noise5.png,Google,"Google
",True
gemini,Google.Saturate5.png,Google,"Google
",True
gemini,JPMorganChase.Noise5.png,JPMorganChase,JPMORGAN CHASE & CO.,True
gemini,JPMorganChase.Saturate5.png,JPMorganChase,JPMORGAN CHASE & CO.,True
gemini,Kroger.Noise5.png,Kroger,Kroger,True
gemini,Kroger.Saturate5.png,Kroger,Kroger,True
gemini,Mastercard.Noise5.png,Mastercard,Mastercard,True
gemini,Mastercard.Saturate5.png,Mastercard,Mastercard,True
gemini,McDonalds.Noise5.png,McDonalds,McDonald's,True
gemini,McDonalds.Saturate5.png,McDonalds,McDonald's,True
gemini,McKesson.Noise5.png,McKesson,McKesson,True
gemini,McKesson.Saturate5.png,McKesson,McKesson,True
gemini,Microsoft.Noise5.png,Microsoft,Microsoft,True
gemini,Microsoft.Saturate5.png,Microsoft,Microsoft,True
gemini,Nike.Noise5.png,Nike,NIKE,True
gemini,Nike.Saturate5.png,Nike,"NIKE
",True
gemini,Nurel Group.Noise5.png,Nurel Group,Nurel Group,True
gemini,Nurel Group.Saturate5.png,Nurel Group,Nurel Group,True
gemini,PAGO.Noise5.png,PAGO,PAGO,True
gemini,PAGO.Saturate5.png,PAGO,PAGO,True
gemini,Regions.Noise5.png,Regions,REGIONS,True
gemini,Regions.Saturate5.png,Regions,REGIONS,True
gemini,SunTrust.Noise5.png,SunTrust,SunTrust,True
gemini,SunTrust.Saturate5.png,SunTrust,SunTrust,True
gemini,Target.Noise5.png,Target,TARGET,True
gemini,Target.Saturate5.png,Target,TARGET,True
gemini,UPS.Noise5.png,UPS,UPS,True
gemini,UPS.Saturate5.png,UPS,UPS,True
gemini,VISA.Noise5.png,VISA,"VISA Debit
",True
gemini,VISA.Saturate5.png,VISA,"That's the Visa Debit logo.
",True
gemini,WeChat.Noise5.png,WeChat,WeChat,True
gemini,WeChat.Saturate5.png,WeChat,WeChat,True
gemini,AT&T.Noise5.png,AT&T,AT&T,True
gemini,AT&T.Saturate5.png,AT&T,AT&T,True
gemini,Amazon.Noise5.png,Amazon,amazon,True
gemini,Amazon.Saturate5.png,Amazon,amazon,True
gemma,P&G.png,P&G,P&G,True
gemma,PayPal.png,PayPal,"Sorry, as a base",False
gemma,State Farm.png,State Farm,State Farm,True
gemma,The Home Depot.png,The Home Depot,"Sorry, as a base",False
gemma,United Healthcare.png,United Healthcare,United Healthcare,True
gemma,Wells Fargo.png,Wells Fargo,Well Fargo,True
gemma,American Express.png,American Express,American Express,True
gemma,Apple.png,Apple,apple,True
gemma,Bank of America.png,Bank of America,Bank of America,True
gemma,Bitcoin.png,Bitcoin,bitcoin,True
gemma,Blue Style.png,Blue Style,blue style,True
gemma,Capital One.png,Capital One,Capital One Bank,True
gemma,Chase.png,Chase,Chase,True
gemma,Costco.png,Costco,Costco,True
gemma,DHL.png,DHL, DHL,True
gemma,Discover.png,Discover,Discover,True
gemma,ExxonMobil.png,ExxonMobil,Exon mobil,True
gemma,Facebook.png,Facebook,facebook,True
gemma,FedEx.png,FedEx,FedEx,True
gemma,Google.png,Google,google,True
gemma,JPMorganChase.png,JPMorganChase,JP Morgan,True
gemma,Kroger.png,Kroger,Kroger,True
gemma,Mastercard.png,Mastercard,MasterCard,True
gemma,McDonalds.png,McDonalds,mcdonalds,True
gemma,McKesson.png,McKesson,McKesson,True
gemma,Microsoft.png,Microsoft,Microsoft,True
gemma,Nike.png,Nike,nike,True
gemma,Nurel Group.png,Nurel Group,"Sorry, as a base",False
gemma,PAGO.png,PAGO,pag,True
gemma,Regions.png,Regions,regions,True
gemma,SunTrust.png,SunTrust,SunTrust,True
gemma,Target.png,Target,Target,True
gemma,UPS.png,UPS,ups,True
gemma,VISA.png,VISA,visa,True
gemma,WeChat.png,WeChat,emoji,False
gemma,AT&T.png,AT&T,at&t,True
gemma,Amazon.png,Amazon,amazon,True
gemma,AT&T.Noise1.png,AT&T,at&t,True
gemma,AT&T.Noise2.png,AT&T,at&t,True
gemma,AT&T.Noise3.png,AT&T,at&t,True
gemma,AT&T.Noise4.png,AT&T,at&t,True
gemma,Amazon.Noise1.png,Amazon,amazon,True
gemma,Amazon.Noise2.png,Amazon,amazon,True
gemma,Amazon.Noise3.png,Amazon,amazon,True
gemma,Amazon.Noise4.png,Amazon,amazon,True
gemma,American Express.Noise1.png,American Express,American Express,True
gemma,American Express.Noise2.png,American Express,American Express,True
gemma,American Express.Noise3.png,American Express,American Express,True
gemma,American Express.Noise4.png,American Express,American Express,True
gemma,Apple.Noise1.png,Apple,apple,True
gemma,Apple.Noise2.png,Apple,apple,True
gemma,Apple.Noise3.png,Apple,apple,True
gemma,Apple.Noise4.png,Apple,apple,True
gemma,Bank of America.Noise1.png,Bank of America,Bank of America,True
gemma,Bank of America.Noise2.png,Bank of America,Bank of America,True
gemma,Bank of America.Noise3.png,Bank of America,Bank of America,True
gemma,Bank of America.Noise4.png,Bank of America,Bank of America,True
gemma,Bitcoin.Noise1.png,Bitcoin,bitcoin,True
gemma,Bitcoin.Noise2.png,Bitcoin,bitcoin,True
gemma,Bitcoin.Noise3.png,Bitcoin,bitcoin,True
gemma,Bitcoin.Noise4.png,Bitcoin,bitcoin,True
gemma,Blue Style.Noise1.png,Blue Style,blue style,True
gemma,Blue Style.Noise2.png,Blue Style,blue style,True
gemma,Blue Style.Noise3.png,Blue Style,blue style,True
gemma,Blue Style.Noise4.png,Blue Style,blue style,True
gemma,Capital One.Noise1.png,Capital One,Capital One Bank,True
gemma,Capital One.Noise2.png,Capital One,Capital One Bank,True
gemma,Capital One.Noise3.png,Capital One,Capital One Bank,True
gemma,Capital One.Noise4.png,Capital One,Capital One Bank,True
gemma,Chase.Noise1.png,Chase,Chase,True
gemma,Chase.Noise2.png,Chase,Chase,True
gemma,Chase.Noise3.png,Chase,Chase,True
gemma,Chase.Noise4.png,Chase,Chase,True
gemma,Costco.Noise1.png,Costco,Costco,True
gemma,Costco.Noise2.png,Costco,Costco,True
gemma,Costco.Noise3.png,Costco,Costco,True
gemma,Costco.Noise4.png,Costco,Costco,True
gemma,DHL.Noise1.png,DHL, DHL,True
gemma,DHL.Noise2.png,DHL, DHL,True
gemma,DHL.Noise3.png,DHL, DHL,True
gemma,DHL.Noise4.png,DHL, DHL,True
gemma,Discover.Noise1.png,Discover,discover,True
gemma,Discover.Noise2.png,Discover,discover,True
gemma,Discover.Noise3.png,Discover,discover,True
gemma,Discover.Noise4.png,Discover,Discover,True
gemma,ExxonMobil.Noise1.png,ExxonMobil,ExonMobil,True
gemma,ExxonMobil.Noise2.png,ExxonMobil,ExonMobil,True
gemma,ExxonMobil.Noise3.png,ExxonMobil,ExonMobil,True
gemma,ExxonMobil.Noise4.png,ExxonMobil,ExonMobil,True
gemma,Facebook.Noise1.png,Facebook,facebook,True
gemma,Facebook.Noise2.png,Facebook,facebook logo,True
gemma,Facebook.Noise3.png,Facebook,facebook logo,True
gemma,Facebook.Noise4.png,Facebook,facebook logo,True
gemma,FedEx.Noise1.png,FedEx,FedEx,True
gemma,FedEx.Noise2.png,FedEx,FedEx,True
gemma,FedEx.Noise3.png,FedEx,FedEx,True
gemma,FedEx.Noise4.png,FedEx,FedEx,True
gemma,Google.Noise1.png,Google,google,True
gemma,Google.Noise2.png,Google,google,True
gemma,Google.Noise3.png,Google,google,True
gemma,Google.Noise4.png,Google,google,True
gemma,JPMorganChase.Noise1.png,JPMorganChase,JP Morgan,True
gemma,JPMorganChase.Noise2.png,JPMorganChase,JP Morgan,True
gemma,JPMorganChase.Noise3.png,JPMorganChase,JP Morgan,True
gemma,JPMorganChase.Noise4.png,JPMorganChase,JP Morgan,True
gemma,Kroger.Noise1.png,Kroger,Kroger,True
gemma,Kroger.Noise2.png,Kroger,Kroger,True
gemma,Kroger.Noise3.png,Kroger,Kroger,True
gemma,Kroger.Noise4.png,Kroger,Kroger,True
gemma,Mastercard.Noise1.png,Mastercard,MasterCard,True
gemma,Mastercard.Noise2.png,Mastercard,MasterCard,True
gemma,Mastercard.Noise3.png,Mastercard,MasterCard,True
gemma,Mastercard.Noise4.png,Mastercard,MasterCard,True
gemma,McDonalds.Noise1.png,McDonalds,mcdonalds,True
gemma,McDonalds.Noise2.png,McDonalds,mcdonalds,True
gemma,McDonalds.Noise3.png,McDonalds,mcdonalds,True
gemma,McDonalds.Noise4.png,McDonalds,mcdonalds,True
gemma,McKesson.Noise1.png,McKesson,McKesson,True
gemma,McKesson.Noise2.png,McKesson,McKesson,True
gemma,McKesson.Noise3.png,McKesson,McKesson,True
gemma,McKesson.Noise4.png,McKesson,McKesson,True
gemma,Microsoft.Noise1.png,Microsoft,Microsoft,True
gemma,Microsoft.Noise2.png,Microsoft,microsoft,True
gemma,Microsoft.Noise3.png,Microsoft,microsoft,True
gemma,Microsoft.Noise4.png,Microsoft,microsoft,True
gemma,Nike.Noise1.png,Nike,nike,True
gemma,Nike.Noise2.png,Nike,nike,True
gemma,Nike.Noise3.png,Nike,nike,True
gemma,Nike.Noise4.png,Nike,nike,True
gemma,Nurel Group.Noise1.png,Nurel Group,Nure1 Group,True
gemma,Nurel Group.Noise2.png,Nurel Group,Nure1 Group,True
gemma,Nurel Group.Noise3.png,Nurel Group,Nure1 Group,True
gemma,Nurel Group.Noise4.png,Nurel Group,Nurel Group,True
gemma,P&G.Noise1.png,P&G,P&G,True
gemma,P&G.Noise2.png,P&G,P&G,True
gemma,P&G.Noise3.png,P&G,P&G,True
gemma,P&G.Noise4.png,P&G,P&G,True
gemma,PAGO.Noise1.png,PAGO,Pago,True
gemma,PAGO.Noise2.png,PAGO,Pago,True
gemma,PAGO.Noise3.png,PAGO,Pago,True
gemma,PAGO.Noise4.png,PAGO,Pago,True
gemma,PayPal.Noise1.png,PayPal,"Sorry, as a base",False
gemma,PayPal.Noise2.png,PayPal,"Sorry, as a base",False
gemma,PayPal.Noise3.png,PayPal,"Sorry, as a base",False
gemma,PayPal.Noise4.png,PayPal,PayPal,True
gemma,Regions.Noise1.png,Regions,regions,True
gemma,Regions.Noise2.png,Regions,regions,True
gemma,Regions.Noise3.png,Regions,regions,True
gemma,Regions.Noise4.png,Regions,regions,True
gemma,State Farm.Noise1.png,State Farm,State Farm,True
gemma,State Farm.Noise2.png,State Farm,State Farm,True
gemma,State Farm.Noise3.png,State Farm,State Farm,True
gemma,State Farm.Noise4.png,State Farm,State Farm,True
gemma,SunTrust.Noise1.png,SunTrust,SunTrust,True
gemma,SunTrust.Noise2.png,SunTrust,SunTrust,True
gemma,SunTrust.Noise3.png,SunTrust,SunTrust,True
gemma,SunTrust.Noise4.png,SunTrust,SunTrust,True
gemma,Target.Noise1.png,Target,Target,True
gemma,Target.Noise2.png,Target,Target,True
gemma,Target.Noise3.png,Target,target,True
gemma,Target.Noise4.png,Target,Target,True
gemma,The Home Depot.Noise1.png,The Home Depot,"Sorry, as a base",False
gemma,The Home Depot.Noise2.png,The Home Depot,The Home Depot,True
gemma,The Home Depot.Noise3.png,The Home Depot,The Home Depot,True
gemma,The Home Depot.Noise4.png,The Home Depot,The Home Depot,True
gemma,UPS.Noise1.png,UPS,ups,True
gemma,UPS.Noise2.png,UPS,ups,True
gemma,UPS.Noise3.png,UPS,ups,True
gemma,UPS.Noise4.png,UPS,ups,True
gemma,United Healthcare.Noise1.png,United Healthcare,United Healthcare,True
gemma,United Healthcare.Noise2.png,United Healthcare,United Healthcare,True
gemma,United Healthcare.Noise3.png,United Healthcare,United Healthcare,True
gemma,United Healthcare.Noise4.png,United Healthcare,United Healthcare,True
gemma,VISA.Noise1.png,VISA,visa,True
gemma,VISA.Noise2.png,VISA,visa,True
gemma,VISA.Noise3.png,VISA,visa,True
gemma,VISA.Noise4.png,VISA,visa,True
gemma,Wells Fargo.Noise1.png,Wells Fargo,Well Fargo,True
gemma,Wells Fargo.Noise2.png,Wells Fargo,Well Fargo,True
gemma,Wells Fargo.Noise3.png,Wells Fargo,Well Fargo,True
gemma,Wells Fargo.Noise4.png,Wells Fargo,wells fargo,True
gemma,AT&T.Saturate1.png,AT&T,at&t,True
gemma,AT&T.Saturate2.png,AT&T,at&t,True
gemma,AT&T.Saturate3.png,AT&T,at&t,True
gemma,AT&T.Saturate4.png,AT&T,at&t,True
gemma,Amazon.Saturate1.png,Amazon,amazon,True
gemma,Amazon.Saturate2.png,Amazon,amazon,True
gemma,Amazon.Saturate3.png,Amazon,amazon,True
gemma,Amazon.Saturate4.png,Amazon,amazon,True
gemma,American Express.Saturate1.png,American Express,American Express,True
gemma,American Express.Saturate2.png,American Express,American Express,True
gemma,American Express.Saturate3.png,American Express,American Express,True
gemma,American Express.Saturate4.png,American Express,American Express,True
gemma,Apple.Saturate1.png,Apple,apple,True
gemma,Apple.Saturate2.png,Apple,apple,True
gemma,Apple.Saturate3.png,Apple,apple,True
